x, y, z
2020-04-04 9:17:32,13990,311
2020-04-04 9:17:33,13991,308
2020-04-04 9:17:34,13990,354
2020-04-04 9:17:35,13987,367
2020-04-04 9:17:36,13986,364
2020-04-04 9:17:37,13987,362
2020-04-04 9:17:38,13985,361
2020-04-04 9:17:40,13986,354
2020-04-04 9:17:41,13990,367
2020-04-04 9:17:42,13990,364
2020-04-04 9:17:43,13992,364
2020-04-04 9:17:44,13993,361
2020-04-04 9:17:45,13992,357
2020-04-04 9:17:50,13991,343
2020-04-04 9:17:51,13990,339
2020-04-04 9:17:52,13991,344
2020-04-04 9:17:53,13990,340
2020-04-04 9:17:54,13992,339
2020-04-04 9:17:56,13990,331
2020-04-04 9:17:57,13987,328
2020-04-04 9:17:58,13988,325
2020-04-04 9:17:59,13987,323
2020-04-04 9:18:00,13986,323
2020-04-04 9:18:01,13985,328
2020-04-04 9:18:02,13985,325
2020-04-04 9:18:03,13985,360
2020-04-04 9:18:04,13981,361
2020-04-04 9:18:05,13982,359
2020-04-04 9:18:07,13984,356
2020-04-04 9:18:10,13983,347
2020-04-04 9:18:11,13984,345
2020-04-04 9:18:12,13985,343
2020-04-04 9:18:13,13984,343
2020-04-04 9:18:14,13985,340
2020-04-04 9:18:15,13984,338
2020-04-04 9:18:16,13985,339
2020-04-04 9:18:17,13985,335
2020-04-04 9:18:18,13986,333
2020-04-04 9:18:19,13987,331
2020-04-04 9:18:20,13988,328
2020-04-04 9:18:21,13986,327
2020-04-04 9:18:22,13986,324
2020-04-04 9:18:23,13986,321
2020-04-04 9:18:24,13988,318
2020-04-04 9:18:25,13987,318
2020-04-04 9:18:26,13987,317
2020-04-04 9:18:28,13986,311
2020-04-04 9:18:29,13987,310
2020-04-04 9:18:30,13985,307
2020-04-04 9:18:31,13987,302
2020-04-04 9:18:32,13985,301
2020-04-04 9:18:33,13985,297
2020-04-04 9:18:34,13986,294
2020-04-04 9:18:35,13984,298
2020-04-04 9:18:37,13983,293
2020-04-04 9:18:39,13985,285
2020-04-04 9:18:40,13984,281
2020-04-04 9:18:41,13983,280
2020-04-04 9:18:42,13982,277
2020-04-04 9:18:43,13982,276
2020-04-04 9:18:44,13982,277
2020-04-04 9:18:46,13983,273
2020-04-04 9:18:47,13981,271
2020-04-04 9:18:48,13982,270
2020-04-04 9:18:49,13978,299
2020-04-04 9:18:50,13976,299
2020-04-04 9:18:52,13977,297
2020-04-04 9:18:53,13978,293
2020-04-04 9:18:54,13978,289
2020-04-04 9:18:55,13979,295
2020-04-04 9:18:56,13983,297
2020-04-04 9:18:57,13982,293
2020-04-04 9:18:58,13983,293
2020-04-04 9:18:59,13983,289
2020-04-04 9:19:00,13983,295
2020-04-04 9:19:01,13983,298
2020-04-04 9:19:02,13983,294
2020-04-04 9:19:03,13984,293
2020-04-04 9:19:04,13983,294
2020-04-04 9:19:05,13981,304
2020-04-04 9:19:06,13981,299
2020-04-04 9:19:07,13980,307
2020-04-04 9:19:08,13978,303
2020-04-04 9:19:09,13978,304
2020-04-04 9:19:10,13979,301
2020-04-04 9:19:11,13979,300
2020-04-04 9:19:12,13977,300
2020-04-04 9:19:14,13978,295
2020-04-04 9:19:15,13978,292
2020-04-04 9:19:16,13978,290
2020-04-04 9:19:17,13976,297
2020-04-04 9:19:18,13978,295
2020-04-04 9:19:19,13978,292
2020-04-04 9:19:20,13977,298
2020-04-04 9:19:21,13976,296
2020-04-04 9:19:22,13977,297
2020-04-04 9:19:23,13976,311
2020-04-04 9:19:24,13978,312
2020-04-04 9:19:26,13980,310
2020-04-04 9:19:27,13978,309
2020-04-04 9:19:28,13978,307
2020-04-04 9:19:29,13978,306
2020-04-04 9:19:30,13978,313
2020-04-04 9:19:31,13977,309
2020-04-04 9:19:32,13976,306
2020-04-04 9:19:33,13976,304
2020-04-04 9:19:35,13975,296
2020-04-04 9:19:36,13974,306
2020-04-04 9:19:37,13975,311
2020-04-04 9:19:38,13978,322
2020-04-04 9:19:39,13978,322
2020-04-04 9:19:40,13980,339
2020-04-04 9:19:42,13979,332
2020-04-04 9:19:43,13981,330
2020-04-04 9:19:44,13980,394
2020-04-04 9:19:45,13978,392
2020-04-04 9:19:46,13979,399
2020-04-04 9:19:47,13979,395
2020-04-04 9:19:48,13979,393
2020-04-04 9:19:50,13978,388
2020-04-04 9:19:51,13978,383
2020-04-04 9:19:52,13979,383
2020-04-04 9:19:53,13977,382
2020-04-04 9:19:54,13975,382
2020-04-04 9:19:57,13976,370
2020-04-04 9:20:00,13975,360
2020-04-04 9:20:01,13975,360
2020-04-04 9:20:02,13977,357
2020-04-04 9:20:03,13975,351
2020-04-04 9:20:05,13975,348
2020-04-04 9:20:07,13975,341
2020-04-04 9:20:10,13975,331
2020-04-04 9:20:11,13975,331
2020-04-04 9:20:12,13975,331
2020-04-04 9:20:13,13976,328
2020-04-04 9:20:14,13976,331
2020-04-04 9:20:15,13977,331
2020-04-04 9:20:17,13977,342
2020-04-04 9:20:19,13977,335
2020-04-04 9:20:21,13977,333
2020-04-04 9:20:22,13978,330
2020-04-04 9:20:24,13978,327
2020-04-04 9:20:25,13976,331
2020-04-04 9:20:27,13976,324
2020-04-04 9:20:28,13972,349
2020-04-04 9:20:29,13974,348
2020-04-04 9:20:31,13974,339
2020-04-04 9:20:32,13975,338
2020-04-04 9:20:34,13973,347
2020-04-04 9:20:35,13974,343
2020-04-04 9:20:37,13975,335
2020-04-04 9:20:39,13974,326
2020-04-04 9:20:40,13976,328
2020-04-04 9:20:41,13976,330
2020-04-04 9:20:42,13978,330
2020-04-04 9:20:43,13978,328
2020-04-04 9:20:45,13978,318
2020-04-04 9:20:46,13978,317
2020-04-04 9:20:47,13978,314
2020-04-04 9:20:48,13979,313
2020-04-04 9:20:49,13981,308
2020-04-04 9:20:50,13977,308
2020-04-04 9:20:51,13979,304
2020-04-04 9:20:52,13979,301
2020-04-04 9:20:53,13981,299
2020-04-04 9:20:54,13983,298
2020-04-04 9:20:55,13982,295
2020-04-04 9:20:57,13981,286
2020-04-04 9:20:58,13981,283
2020-04-04 9:20:59,13980,280
2020-04-04 9:21:01,13980,272
2020-04-04 9:21:02,13981,271
2020-04-04 9:21:03,13981,268
2020-04-04 9:21:05,13980,268
2020-04-04 9:21:06,13977,272
2020-04-04 9:21:07,13978,272
2020-04-04 9:21:08,13978,268
2020-04-04 9:21:09,13980,265
2020-04-04 9:21:10,13979,262
2020-04-04 9:21:12,13979,257
2020-04-04 9:21:13,13980,255
2020-04-04 9:21:14,13980,251
2020-04-04 9:21:15,13981,247
2020-04-04 9:21:16,13982,246
2020-04-04 9:21:17,13985,251
2020-04-04 9:21:18,13985,264
2020-04-04 9:21:19,13987,267
2020-04-04 9:21:20,13988,266
2020-04-04 9:21:21,13988,264
2020-04-04 9:21:22,13988,266
2020-04-04 9:21:23,13989,266
2020-04-04 9:21:24,13989,265
2020-04-04 9:21:25,13989,263
2020-04-04 9:21:26,13990,260
2020-04-04 9:21:27,13991,260
2020-04-04 9:21:28,13991,264
2020-04-04 9:21:29,13993,263
2020-04-04 9:21:30,13991,274
2020-04-04 9:21:31,13991,289
2020-04-04 9:21:32,13989,294
2020-04-04 9:21:33,13990,290
2020-04-04 9:21:34,13989,290
2020-04-04 9:21:35,13989,302
2020-04-04 9:21:37,13987,298
2020-04-04 9:21:38,13987,301
2020-04-04 9:21:39,13987,298
2020-04-04 9:21:40,13985,299
2020-04-04 9:21:41,13985,304
2020-04-04 9:21:42,13986,310
2020-04-04 9:21:43,13988,315
2020-04-04 9:21:44,13989,311
2020-04-04 9:21:45,13990,309
2020-04-04 9:21:48,13991,310
2020-04-04 9:21:49,13993,307
2020-04-04 9:21:50,13992,327
2020-04-04 9:21:52,13992,320
2020-04-04 9:21:53,13991,317
2020-04-04 9:21:54,13992,316
2020-04-04 9:21:56,13993,308
2020-04-04 9:21:59,13992,299
2020-04-04 9:22:01,13993,297
2020-04-04 9:22:02,13993,300
2020-04-04 9:22:03,13992,298
2020-04-04 9:22:05,13990,293
2020-04-04 9:22:06,13990,295
2020-04-04 9:22:07,13990,295
2020-04-04 9:22:08,13989,292
2020-04-04 9:22:10,13989,287
2020-04-04 9:22:11,13988,289
2020-04-04 9:22:15,13988,272
2020-04-04 9:22:16,13989,272
2020-04-04 9:22:18,13988,265
2020-04-04 9:22:20,13986,262
2020-04-04 9:22:21,13988,260
2020-04-04 9:22:24,13987,249
2020-04-04 9:22:25,13986,247
2020-04-04 9:22:26,13988,247
2020-04-04 9:22:29,13988,238
2020-04-04 9:22:30,13986,242
2020-04-04 9:22:35,13988,239
2020-04-04 9:22:37,13990,238
2020-04-04 9:22:39,13991,231
2020-04-04 9:22:40,13991,233
2020-04-04 9:22:41,13992,230
2020-04-04 9:22:42,13992,227
2020-04-04 9:22:47,13993,215
2020-04-04 9:22:49,13991,211
2020-04-04 9:22:51,13990,212
2020-04-04 9:22:53,13990,206
2020-04-04 9:22:55,13988,200
2020-04-04 9:22:56,13987,200
2020-04-04 9:22:57,13989,197
2020-04-04 9:22:58,13988,196
2020-04-04 9:22:59,13989,195
2020-04-04 9:23:00,13990,193
2020-04-04 9:23:01,13989,192
2020-04-04 9:23:02,13988,193
2020-04-04 9:23:03,13987,192
2020-04-04 9:23:04,13987,190
2020-04-04 9:23:05,13986,187
2020-04-04 9:23:06,13990,207
2020-04-04 9:23:07,13991,225
2020-04-04 9:23:08,13990,227
2020-04-04 9:23:09,13989,228
2020-04-04 9:23:10,13990,225
2020-04-04 9:23:12,13991,222
2020-04-04 9:23:15,13988,215
2020-04-04 9:23:17,13989,214
2020-04-04 9:23:18,13990,211
2020-04-04 9:23:19,13990,208
2020-04-04 9:23:20,13992,207
2020-04-04 9:23:22,13991,201
2020-04-04 9:23:25,13991,192
2020-04-04 9:23:26,13990,209
2020-04-04 9:23:27,13993,212
2020-04-04 9:23:28,13994,209
2020-04-04 9:23:29,13993,207
2020-04-04 9:23:30,13993,206
2020-04-04 9:23:31,13994,209
2020-04-04 9:23:32,13994,206
2020-04-04 9:23:33,13994,204
2020-04-04 9:23:35,13994,199
2020-04-04 9:23:36,13996,197
2020-04-04 9:23:37,13995,195
2020-04-04 9:23:38,13997,196
2020-04-04 9:23:39,13996,195
2020-04-04 9:23:40,13997,197
2020-04-04 9:23:41,13998,208
2020-04-04 9:23:42,13999,208
2020-04-04 9:23:44,13998,214
2020-04-04 9:23:45,14000,224
2020-04-04 9:23:46,14001,224
2020-04-04 9:23:47,14002,240
2020-04-04 9:23:49,14003,261
2020-04-04 9:23:50,14001,262
2020-04-04 9:23:51,14000,264
2020-04-04 9:23:52,14001,270
2020-04-04 9:23:54,14002,266
2020-04-04 9:23:55,14000,272
2020-04-04 9:23:56,14000,271
2020-04-04 9:23:57,14002,272
2020-04-04 9:23:58,14002,271
2020-04-04 9:23:59,14003,269
2020-04-04 9:24:00,14004,272
2020-04-04 9:24:01,14003,271
2020-04-04 9:24:02,14003,271
2020-04-04 9:24:03,14003,268
2020-04-04 9:24:04,14001,278
2020-04-04 9:24:05,14002,279
2020-04-04 9:24:06,14004,281
2020-04-04 9:24:07,14002,279
2020-04-04 9:24:08,14003,279
2020-04-04 9:24:09,14004,284
2020-04-04 9:24:10,14006,282
2020-04-04 9:24:11,14004,280
2020-04-04 9:24:12,14006,283
2020-04-04 9:24:13,14007,283
2020-04-04 9:24:15,14007,281
2020-04-04 9:24:16,14007,284
2020-04-04 9:24:17,14007,284
2020-04-04 9:24:19,14008,281
2020-04-04 9:24:20,14007,285
2020-04-04 9:24:21,14008,287
2020-04-04 9:24:22,14009,293
2020-04-04 9:24:23,14008,291
2020-04-04 9:24:24,14007,313
2020-04-04 9:24:25,14006,319
2020-04-04 9:24:26,14006,319
2020-04-04 9:24:27,14000,345
2020-04-04 9:24:28,14002,352
2020-04-04 9:24:29,14002,355
2020-04-04 9:24:30,14006,435
2020-04-04 9:24:31,14005,447
2020-04-04 9:24:32,14003,446
2020-04-04 9:24:33,14004,442
2020-04-04 9:24:34,14004,438
2020-04-04 9:24:36,14005,430
2020-04-04 9:24:39,14006,419
2020-04-04 9:24:40,14006,414
2020-04-04 9:24:41,14005,412
2020-04-04 9:24:43,14005,405
2020-04-04 9:24:45,14007,397
2020-04-04 9:24:46,14006,394
2020-04-04 9:24:48,14005,386
2020-04-04 9:24:49,14004,382
2020-04-04 9:24:51,14006,374
2020-04-04 9:24:52,14005,372
2020-04-04 9:24:53,14005,369
2020-04-04 9:24:55,14006,360
2020-04-04 9:24:56,14007,357
2020-04-04 9:24:57,14006,354
2020-04-04 9:24:58,14006,349
2020-04-04 9:25:00,14005,340
2020-04-04 9:25:01,14003,341
2020-04-04 9:25:02,14003,347
2020-04-04 9:25:03,14004,343
2020-04-04 9:25:04,14003,341
2020-04-04 9:25:05,14002,341
2020-04-04 9:25:06,14000,341
2020-04-04 9:25:08,14002,333
2020-04-04 9:25:09,14006,349
2020-04-04 9:25:10,14006,345
2020-04-04 9:25:11,14006,348
2020-04-04 9:25:12,14004,354
2020-04-04 9:25:14,14005,346
2020-04-04 9:25:15,14003,345
2020-04-04 9:25:16,14009,344
2020-04-04 9:25:17,14009,342
2020-04-04 9:25:18,14008,342
2020-04-04 9:25:19,14010,344
2020-04-04 9:25:22,14008,333
2020-04-04 9:25:23,14007,342
2020-04-04 9:25:24,14009,338
2020-04-04 9:25:25,14013,345
2020-04-04 9:25:26,14012,346
2020-04-04 9:25:27,14012,341
2020-04-04 9:25:29,14014,335
2020-04-04 9:25:30,14013,332
2020-04-04 9:25:31,14014,339
2020-04-04 9:25:32,14011,342
2020-04-04 9:25:33,14011,338
2020-04-04 9:25:34,14010,334
2020-04-04 9:25:36,14012,326
2020-04-04 9:25:37,14011,325
2020-04-04 9:25:39,14010,316
2020-04-04 9:25:41,14010,306
2020-04-04 9:25:42,14009,304
2020-04-04 9:25:43,14010,311
2020-04-04 9:25:44,14010,310
2020-04-04 9:25:46,14010,303
2020-04-04 9:25:49,14010,294
2020-04-04 9:25:50,14010,294
2020-04-04 9:25:51,14009,290
2020-04-04 9:25:52,14007,287
2020-04-04 9:25:54,14007,278
2020-04-04 9:25:55,14007,276
2020-04-04 9:25:57,14005,267
2020-04-04 9:25:59,14006,265
2020-04-04 9:26:00,14007,261
2020-04-04 9:26:01,14006,257
2020-04-04 9:26:02,14006,265
2020-04-04 9:26:04,14005,256
2020-04-04 9:26:05,14006,257
2020-04-04 9:26:06,14005,261
2020-04-04 9:26:07,14003,259
2020-04-04 9:26:09,14003,251
2020-04-04 9:26:10,14004,249
2020-04-04 9:26:11,14006,252
2020-04-04 9:26:13,14005,246
2020-04-04 9:26:15,14007,239
2020-04-04 9:26:18,14007,226
2020-04-04 9:26:19,14008,223
2020-04-04 9:26:20,14010,219
2020-04-04 9:26:21,14010,217
2020-04-04 9:26:22,14010,214
2020-04-04 9:26:24,14010,210
2020-04-04 9:26:25,14009,212
2020-04-04 9:26:26,14010,209
2020-04-04 9:26:29,14010,197
2020-04-04 9:26:30,14010,193
2020-04-04 9:26:31,14011,192
2020-04-04 9:26:32,14012,190
2020-04-04 9:26:33,14012,188
2020-04-04 9:26:34,14012,187
2020-04-04 9:26:35,14013,188
2020-04-04 9:26:36,14014,192
2020-04-04 9:26:37,14012,190
2020-04-04 9:26:38,14011,197
2020-04-04 9:26:39,14012,198
2020-04-04 9:26:40,14012,199
2020-04-04 9:26:41,14013,199
2020-04-04 9:26:43,14014,204
2020-04-04 9:26:45,14010,216
2020-04-04 9:26:46,14011,234
2020-04-04 9:26:47,14011,238
2020-04-04 9:26:49,14011,235
2020-04-04 9:26:50,14008,233
2020-04-04 9:26:51,14008,232
2020-04-04 9:26:52,14007,230
2020-04-04 9:26:53,14008,228
2020-04-04 9:26:54,14007,226
2020-04-04 9:26:55,14007,226
2020-04-04 9:26:56,14009,235
2020-04-04 9:26:57,14010,232
2020-04-04 9:26:58,14011,232
2020-04-04 9:27:00,14011,229
2020-04-04 9:27:01,14012,227
2020-04-04 9:27:03,14011,222
2020-04-04 9:27:05,14010,216
2020-04-04 9:27:06,14010,221
2020-04-04 9:27:08,14011,227
2020-04-04 9:27:10,14013,221
2020-04-04 9:27:11,14013,218
2020-04-04 9:27:12,14014,222
2020-04-04 9:27:13,14014,224
2020-04-04 9:27:14,14014,224
2020-04-04 9:27:15,14015,227
2020-04-04 9:27:17,14015,221
2020-04-04 9:27:18,14016,219
2020-04-04 9:27:19,14015,216
2020-04-04 9:27:21,14015,212
2020-04-04 9:27:22,14016,216
2020-04-04 9:27:24,14015,224
2020-04-04 9:27:25,14015,222
2020-04-04 9:27:27,14013,220
2020-04-04 9:27:28,14015,220
2020-04-04 9:27:30,14016,216
2020-04-04 9:27:32,14016,211
2020-04-04 9:27:33,14016,209
2020-04-04 9:27:34,14015,207
2020-04-04 9:27:38,14015,199
2020-04-04 9:27:40,14015,201
2020-04-04 9:27:42,14013,200
2020-04-04 9:27:43,14011,202
2020-04-04 9:27:44,14010,204
2020-04-04 9:27:45,14010,209
2020-04-04 9:27:46,14010,211
2020-04-04 9:27:49,14010,204
2020-04-04 9:27:54,14008,192
2020-04-04 9:27:56,14009,194
2020-04-04 9:27:57,14010,193
2020-04-04 9:28:01,14009,183
2020-04-04 9:28:02,14007,185
2020-04-04 9:28:03,14008,185
2020-04-04 9:28:04,14008,183
2020-04-04 9:28:05,14008,198
2020-04-04 9:28:06,14009,196
2020-04-04 9:28:07,14010,194
2020-04-04 9:28:09,14009,189
2020-04-04 9:28:10,14010,188
2020-04-04 9:28:12,14011,183
2020-04-04 9:28:14,14010,179
2020-04-04 9:28:15,14010,179
2020-04-04 9:28:16,14009,177
2020-04-04 9:28:17,14009,178
2020-04-04 9:28:18,14008,176
2020-04-04 9:28:19,14008,174
2020-04-04 9:28:20,14008,173
2020-04-04 9:28:22,14007,168
2020-04-04 9:28:24,14006,168
2020-04-04 9:28:25,14006,177
2020-04-04 9:28:26,14005,176
2020-04-04 9:28:30,14008,180
2020-04-04 9:28:31,14006,178
2020-04-04 9:28:32,14007,180
2020-04-04 9:28:33,14007,179
2020-04-04 9:28:34,14008,178
2020-04-04 9:28:36,14007,172
2020-04-04 9:28:37,14007,170
2020-04-04 9:28:38,14007,170
2020-04-04 9:28:39,14007,167
2020-04-04 9:28:40,14007,165
2020-04-04 9:28:41,14007,165
2020-04-04 9:28:42,14008,170
2020-04-04 9:28:44,14009,173
2020-04-04 9:28:45,14009,180
2020-04-04 9:28:47,14007,175
2020-04-04 9:28:49,14007,173
2020-04-04 9:28:50,14006,173
2020-04-04 9:28:51,14007,174
2020-04-04 9:28:53,14007,170
2020-04-04 9:28:54,14007,169
2020-04-04 9:28:55,14007,168
2020-04-04 9:28:56,14007,165
2020-04-04 9:28:57,14007,167
2020-04-04 9:29:02,14007,160
2020-04-04 9:29:03,14005,168
2020-04-04 9:29:04,14004,175
2020-04-04 9:29:05,14006,173
2020-04-04 9:29:07,14006,177
2020-04-04 9:29:08,14004,176
2020-04-04 9:29:09,14003,180
2020-04-04 9:29:10,14005,183
2020-04-04 9:29:11,14003,182
2020-04-04 9:29:12,14002,185
2020-04-04 9:29:13,14001,186
2020-04-04 9:29:14,14001,186
2020-04-04 9:29:15,14002,186
2020-04-04 9:29:16,14002,194
2020-04-04 9:29:18,14006,203
2020-04-04 9:29:19,14008,204
2020-04-04 9:29:20,14009,208
2020-04-04 9:29:21,14010,207
2020-04-04 9:29:22,14009,205
2020-04-04 9:29:23,14008,254
2020-04-04 9:29:24,14010,253
2020-04-04 9:29:26,14010,250
2020-04-04 9:29:27,14008,251
2020-04-04 9:29:29,14008,246
2020-04-04 9:29:30,14009,249
2020-04-04 9:29:31,14007,251
2020-04-04 9:29:33,14006,248
2020-04-04 9:29:34,14006,246
2020-04-04 9:29:35,14007,244
2020-04-04 9:29:38,14005,235
2020-04-04 9:29:42,14006,227
2020-04-04 9:29:43,14005,232
2020-04-04 9:29:44,14002,231
2020-04-04 9:29:45,14002,229
2020-04-04 9:29:47,14003,224
2020-04-04 9:29:51,14003,216
2020-04-04 9:29:55,14002,205
2020-04-04 9:29:56,14002,208
2020-04-04 9:29:58,14001,204
2020-04-04 9:30:00,14001,200
2020-04-04 9:30:01,14002,200
2020-04-04 9:30:02,14002,219
2020-04-04 9:30:03,14001,241
2020-04-04 9:30:05,13999,239
2020-04-04 9:30:06,13997,237
2020-04-04 9:30:07,13996,238
2020-04-04 9:30:08,13998,241
2020-04-04 9:30:09,13997,244
2020-04-04 9:30:10,13997,246
2020-04-04 9:30:11,13997,243
2020-04-04 9:30:12,13997,247
2020-04-04 9:30:16,13995,241
2020-04-04 9:30:17,13995,243
2020-04-04 9:30:18,13994,241
2020-04-04 9:30:20,13994,238
2020-04-04 9:30:22,13994,235
2020-04-04 9:30:23,13994,234
2020-04-04 9:30:24,13993,232
2020-04-04 9:30:25,13993,246
2020-04-04 9:30:26,13992,248
2020-04-04 9:30:27,13991,249
2020-04-04 9:30:28,13993,254
2020-04-04 9:30:29,13993,254
2020-04-04 9:30:30,13993,251
2020-04-04 9:30:31,13995,255
2020-04-04 9:30:32,13996,253
2020-04-04 9:30:33,13997,274
2020-04-04 9:30:34,13997,272
2020-04-04 9:30:35,13997,273
2020-04-04 9:30:36,13998,279
2020-04-04 9:30:37,13998,277
2020-04-04 9:30:38,13999,276
2020-04-04 9:30:39,13996,293
2020-04-04 9:30:40,13994,301
2020-04-04 9:30:41,13993,305
2020-04-04 9:30:42,13996,304
2020-04-04 9:30:43,13996,303
2020-04-04 9:30:44,13993,349
2020-04-04 9:30:45,13994,345
2020-04-04 9:30:46,13992,344
2020-04-04 9:30:47,13992,340
2020-04-04 9:30:48,13992,338
2020-04-04 9:30:49,13992,337
2020-04-04 9:30:50,13993,343
2020-04-04 9:30:51,13993,342
2020-04-04 9:30:52,13992,338
2020-04-04 9:30:53,13993,337
2020-04-04 9:30:54,13993,333
2020-04-04 9:30:56,13993,325
2020-04-04 9:30:57,13994,324
2020-04-04 9:30:58,13994,321
2020-04-04 9:31:00,13994,317
2020-04-04 9:31:01,13994,314
2020-04-04 9:31:02,13993,314
2020-04-04 9:31:03,13993,312
2020-04-04 9:31:04,13994,308
2020-04-04 9:31:08,13993,291
2020-04-04 9:31:09,13992,288
2020-04-04 9:31:12,13992,275
2020-04-04 9:31:13,13993,276
2020-04-04 9:31:15,13992,269
2020-04-04 9:31:16,13991,271
2020-04-04 9:31:17,13991,267
2020-04-04 9:31:19,13992,259
2020-04-04 9:31:20,13992,261
2020-04-04 9:31:21,13992,259
2020-04-04 9:31:22,13993,257
2020-04-04 9:31:23,13994,253
2020-04-04 9:31:25,13996,252
2020-04-04 9:31:27,13995,245
2020-04-04 9:31:28,13996,242
2020-04-04 9:31:31,13995,236
2020-04-04 9:31:35,13994,223
2020-04-04 9:31:36,13994,222
2020-04-04 9:31:37,13992,221
2020-04-04 9:31:38,13991,219
2020-04-04 9:31:40,13992,213
2020-04-04 9:31:42,13992,210
2020-04-04 9:31:43,13991,208
2020-04-04 9:31:44,13992,208
2020-04-04 9:31:45,13990,208
2020-04-04 9:31:46,13991,205
2020-04-04 9:31:47,13991,203
2020-04-04 9:31:48,13991,204
2020-04-04 9:31:50,13991,203
2020-04-04 9:31:51,13991,201
2020-04-04 9:31:53,13991,198
2020-04-04 9:31:54,13990,196
2020-04-04 9:31:55,13988,197
2020-04-04 9:31:56,13987,194
2020-04-04 9:31:57,13986,196
2020-04-04 9:31:58,13986,196
2020-04-04 9:31:59,13986,204
2020-04-04 9:32:00,13986,201
2020-04-04 9:32:01,13984,206
2020-04-04 9:32:02,13985,203
2020-04-04 9:32:03,13985,202
2020-04-04 9:32:04,13984,206
2020-04-04 9:32:05,13982,209
2020-04-04 9:32:06,13982,215
2020-04-04 9:32:07,13982,217
2020-04-04 9:32:09,13980,235
2020-04-04 9:32:10,13979,234
2020-04-04 9:32:11,13978,232
2020-04-04 9:32:12,13978,230
2020-04-04 9:32:13,13979,228
2020-04-04 9:32:14,13977,229
2020-04-04 9:32:15,13977,238
2020-04-04 9:32:16,13978,234
2020-04-04 9:32:17,13978,241
2020-04-04 9:32:18,13976,246
2020-04-04 9:32:19,13973,244
2020-04-04 9:32:20,13974,261
2020-04-04 9:32:23,13975,253
2020-04-04 9:32:24,13972,266
2020-04-04 9:32:26,13974,257
2020-04-04 9:32:27,13975,257
2020-04-04 9:32:28,13974,257
2020-04-04 9:32:29,13973,255
2020-04-04 9:32:30,13975,272
2020-04-04 9:32:31,13976,289
2020-04-04 9:32:32,13975,286
2020-04-04 9:32:34,13974,282
2020-04-04 9:32:35,13973,279
2020-04-04 9:32:37,13972,275
2020-04-04 9:32:38,13971,288
2020-04-04 9:32:39,13971,315
2020-04-04 9:32:40,13969,320
2020-04-04 9:32:41,13968,320
2020-04-04 9:32:42,13968,329
2020-04-04 9:32:43,13967,326
2020-04-04 9:32:44,13967,334
2020-04-04 9:32:45,13970,345
2020-04-04 9:32:47,13969,349
2020-04-04 9:32:48,13968,346
2020-04-04 9:32:49,13969,345
2020-04-04 9:32:50,13967,360
2020-04-04 9:32:51,13968,362
2020-04-04 9:32:52,13968,360
2020-04-04 9:32:53,13968,366
2020-04-04 9:32:54,13966,363
2020-04-04 9:32:55,13966,366
2020-04-04 9:32:56,13966,363
2020-04-04 9:32:57,13966,366
2020-04-04 9:32:58,13964,365
2020-04-04 9:32:59,13962,372
2020-04-04 9:33:00,13964,379
2020-04-04 9:33:01,13964,386
2020-04-04 9:33:02,13968,392
2020-04-04 9:33:03,13967,392
2020-04-04 9:33:04,13967,390
2020-04-04 9:33:05,13969,391
2020-04-04 9:33:06,13970,391
2020-04-04 9:33:07,13970,392
2020-04-04 9:33:08,13968,394
2020-04-04 9:33:09,13967,405
2020-04-04 9:33:10,13966,402
2020-04-04 9:33:11,13966,408
2020-04-04 9:33:12,13963,408
2020-04-04 9:33:13,13963,408
2020-04-04 9:33:14,13963,408
2020-04-04 9:33:17,13962,393
2020-04-04 9:33:18,13962,393
2020-04-04 9:33:19,13963,396
2020-04-04 9:33:20,13963,393
2020-04-04 9:33:21,13963,390
2020-04-04 9:33:22,13965,390
2020-04-04 9:33:23,13966,385
2020-04-04 9:33:24,13966,388
2020-04-04 9:33:25,13966,411
2020-04-04 9:33:26,13967,407
2020-04-04 9:33:27,13966,404
2020-04-04 9:33:28,13966,400
2020-04-04 9:33:29,13967,398
2020-04-04 9:33:30,13967,401
2020-04-04 9:33:31,13967,397
2020-04-04 9:33:32,13965,396
2020-04-04 9:33:33,13965,397
2020-04-04 9:33:34,13963,398
2020-04-04 9:33:35,13964,396
2020-04-04 9:33:37,13963,392
2020-04-04 9:33:38,13963,388
2020-04-04 9:33:39,13962,385
2020-04-04 9:33:41,13963,375
2020-04-04 9:33:43,13962,365
2020-04-04 9:33:44,13962,360
2020-04-04 9:33:45,13963,360
2020-04-04 9:33:46,13964,357
2020-04-04 9:33:47,13963,355
2020-04-04 9:33:48,13964,353
2020-04-04 9:33:49,13963,354
2020-04-04 9:33:50,13962,363
2020-04-04 9:33:51,13961,365
2020-04-04 9:33:52,13961,366
2020-04-04 9:33:53,13961,379
2020-04-04 9:33:54,13963,375
2020-04-04 9:33:55,13963,375
2020-04-04 9:33:57,13962,364
2020-04-04 9:33:58,13962,360
2020-04-04 9:33:59,13962,363
2020-04-04 9:34:00,13962,364
2020-04-04 9:34:01,13959,371
2020-04-04 9:34:02,13958,373
2020-04-04 9:34:03,13960,370
2020-04-04 9:34:04,13959,369
2020-04-04 9:34:05,13961,364
2020-04-04 9:34:06,13961,360
2020-04-04 9:34:07,13962,367
2020-04-04 9:34:09,13962,356
2020-04-04 9:34:10,13962,353
2020-04-04 9:34:11,13961,358
2020-04-04 9:34:12,13962,356
